,Gender,customer_type,type_of_travel,customer_class,inflight_wifi_service,departure_arrival_time_convenient,ease_of_online_booking,gate_location,food_and_drink,online_boarding,seat_comfort,inflight_entertainment,onboard_service,leg_room_service,baggage_handling,checkin_service,inflight_service,cleanliness,age,flight_distance,all_delay_in_minutes
92669,1,0,0,0,2,2,2,2,4,4,4,4,4,4,4,5,4,3,49,581,3.0
3679,1,1,1,1,5,4,0,5,3,0,4,3,2,3,2,1,4,3,19,253,0.0
79058,0,0,1,1,1,4,5,2,4,5,3,5,5,5,5,2,5,2,42,316,0.0
61435,1,0,0,0,1,4,4,4,2,3,4,1,1,1,1,4,1,1,42,370,2.0
129284,1,0,1,1,2,4,2,4,2,4,4,3,5,4,3,4,3,4,57,2329,12.0
82244,1,0,1,1,4,5,4,3,5,4,5,5,2,2,2,1,3,5,28,665,-17.0
46864,0,0,0,1,2,5,5,5,2,2,2,2,1,1,3,1,4,2,35,813,-8.0
60951,1,1,0,0,3,3,3,1,3,3,3,3,5,2,5,5,4,3,61,333,-6.0
13616,1,0,1,2,2,1,2,1,5,2,5,5,4,4,1,2,2,5,55,328,0.0
16138,1,0,0,0,4,4,4,4,2,4,4,5,5,5,5,3,5,4,60,2186,0.0
77856,0,1,0,0,3,3,3,5,4,3,4,4,4,4,5,5,4,4,37,432,0.0
12645,1,0,1,2,2,4,2,3,2,2,1,2,4,3,4,4,4,2,13,978,0.0
122697,0,0,0,0,3,5,3,3,4,4,5,5,5,5,5,4,5,4,44,1736,5.0
23304,0,0,1,1,3,5,3,1,3,4,5,5,5,3,5,3,5,3,65,350,15.0
92694,1,0,0,0,3,3,2,3,4,4,5,5,5,5,5,3,5,5,50,2352,-4.0
39433,0,0,0,0,0,0,0,4,2,5,5,5,5,5,5,5,5,3,49,349,7.0
123594,0,1,0,0,5,5,5,2,2,5,2,2,5,5,4,3,4,2,29,641,0.0
36344,0,0,0,1,4,4,2,2,1,4,2,4,4,4,4,4,4,4,42,134,1.0
812,0,0,0,1,5,1,1,1,1,4,1,5,5,5,5,1,5,4,59,1562,-8.0
75656,0,1,0,0,3,1,3,4,3,3,3,3,2,4,4,3,4,3,24,201,2.0
94350,1,0,0,2,2,4,4,4,2,2,3,2,3,3,3,4,3,2,8,547,5.0
57840,0,1,0,2,2,1,1,4,3,1,3,3,1,1,4,2,3,3,26,562,23.0
100239,1,0,0,0,5,5,1,5,4,4,4,3,3,3,3,4,3,4,39,986,17.0
12256,0,0,0,2,3,5,5,5,1,2,2,3,3,3,3,4,3,1,55,240,-11.0
10843,1,0,0,0,0,0,0,2,2,4,5,1,1,1,1,3,1,3,34,313,0.0
86372,0,0,0,0,3,3,3,3,4,4,4,4,4,3,4,5,4,4,20,1506,0.0
75371,1,1,0,1,1,4,1,4,3,1,3,3,2,5,3,1,5,3,24,317,-12.0
103407,1,0,0,0,3,3,3,3,3,4,5,3,3,3,3,3,3,5,44,1171,-15.0
51347,0,0,0,1,5,1,1,1,3,2,3,5,5,5,5,3,5,3,54,100,0.0
19809,1,0,1,1,3,5,3,3,2,3,2,2,3,5,5,3,3,2,9,545,0.0
22530,1,0,1,1,3,5,3,4,5,3,5,5,1,1,5,1,2,5,62,1488,0.0
98406,1,0,0,1,5,3,3,3,5,5,5,5,1,4,4,5,3,5,26,854,0.0
14665,0,1,0,0,5,0,5,3,1,5,1,1,5,4,5,4,4,1,25,719,1.0
100262,1,1,0,0,2,2,2,4,2,2,2,2,3,1,4,3,4,2,36,236,0.0
61804,0,0,0,0,3,1,1,1,3,3,3,3,3,3,4,4,3,3,12,594,0.0
108055,1,0,1,1,4,5,4,3,5,4,5,5,4,2,5,3,5,5,36,212,0.0
56745,1,0,0,0,3,5,3,3,5,5,5,1,1,1,2,5,5,5,23,3341,0.0
67253,0,0,0,0,4,5,5,5,5,3,3,4,4,4,4,4,4,1,80,229,-2.0
9974,1,0,0,0,4,4,4,4,4,4,5,4,4,4,4,5,4,4,55,1788,0.0
109353,0,0,0,0,1,1,1,1,4,4,4,4,4,5,4,2,5,4,27,954,0.0
123630,1,0,0,0,1,1,1,1,4,4,4,5,5,5,5,5,5,4,54,481,1.0
73878,0,0,0,0,5,5,5,5,5,5,4,4,4,4,4,4,4,4,60,248,6.0
81017,0,0,0,0,4,4,1,4,3,5,4,4,4,4,4,5,4,4,44,689,0.0
106518,1,0,0,0,2,2,2,2,4,4,4,4,5,5,4,4,5,4,49,1390,4.0
79236,1,0,0,1,5,3,5,3,5,5,5,5,5,5,1,4,1,5,49,1482,0.0
38481,0,1,0,1,4,4,4,2,4,4,4,4,4,4,5,3,5,4,22,781,0.0
27124,1,1,0,0,2,3,3,4,1,3,1,1,3,3,3,4,3,1,23,1117,2.0
92698,0,0,1,1,3,5,3,5,3,4,2,1,1,3,1,3,1,4,58,911,-6.0
110375,0,0,1,1,3,2,3,4,4,3,4,4,4,3,4,2,4,3,50,1590,0.0
83390,0,0,1,1,3,5,3,3,4,3,4,4,1,4,4,2,2,4,24,391,3.0
77283,0,0,1,1,4,4,4,3,5,4,5,5,1,5,2,1,1,5,34,594,0.0
51730,0,0,0,0,5,5,5,5,5,5,5,5,3,5,5,5,5,5,11,3242,11.0
57114,0,1,0,1,1,1,1,3,1,1,1,1,2,5,2,4,2,1,20,679,0.0
106125,0,0,0,0,1,1,1,1,4,4,4,4,5,2,1,3,4,4,31,102,3.0
78219,0,0,0,0,3,3,3,3,3,4,5,4,4,4,4,3,4,3,41,594,-1.0
87046,0,0,1,2,1,4,1,3,3,1,3,3,5,4,5,4,4,3,7,1744,0.0
13265,1,0,1,1,4,2,4,4,1,4,1,1,4,1,4,3,4,1,49,383,10.0
121224,1,0,0,0,0,0,0,2,1,3,1,5,5,5,5,5,5,5,51,284,5.0
78786,0,0,1,1,3,0,3,4,3,3,3,1,1,5,5,3,3,3,35,2475,3.0
9705,0,0,1,1,1,4,1,3,5,1,5,5,3,2,4,4,5,5,33,1532,0.0
15084,0,0,0,1,1,2,2,2,4,4,4,1,1,1,1,2,1,3,44,1024,17.0
3809,1,0,0,1,4,1,1,1,3,4,3,3,1,1,4,2,2,3,57,541,0.0
31069,0,1,0,0,3,2,2,3,2,2,2,2,4,4,4,2,4,2,28,749,11.0
106582,0,0,0,1,3,1,2,2,3,3,3,3,1,1,3,1,3,3,25,453,0.0
41950,1,0,1,1,2,5,2,1,2,2,2,2,4,2,5,3,5,2,23,364,40.0
69331,0,1,0,0,2,2,2,3,4,2,4,4,5,5,4,5,4,4,33,327,20.0
65897,1,0,0,0,4,4,4,4,3,4,4,4,4,4,4,5,4,5,55,1121,-2.0
4862,0,0,0,0,4,4,4,4,5,5,5,5,3,3,3,2,4,5,32,3134,0.0
76860,1,1,0,1,4,4,4,3,5,4,5,5,4,1,1,2,4,5,47,696,3.0
71261,1,0,0,0,1,1,2,1,3,4,4,4,4,4,4,5,4,3,36,583,-7.0
16520,1,0,0,0,1,1,1,1,5,5,5,5,4,1,5,5,5,5,22,954,-3.0
74290,0,0,0,0,3,3,1,3,3,5,5,4,4,4,4,5,4,4,51,946,10.0
30763,1,0,0,0,4,5,4,4,4,4,4,4,4,5,4,4,4,4,56,2836,-1.0
28638,1,0,0,0,3,3,2,3,3,5,4,4,4,4,4,3,4,5,52,3482,0.0
5294,1,0,0,0,2,3,3,3,3,2,2,2,2,2,2,4,2,1,63,587,0.0
121113,1,0,1,2,4,2,4,3,3,4,3,3,4,3,3,2,4,3,16,872,9.0
69108,0,0,0,0,1,1,1,1,5,4,4,5,5,5,5,5,5,3,67,304,0.0
113872,0,0,0,0,2,3,2,2,2,4,4,4,4,4,4,3,4,4,41,1127,0.0
31100,0,0,0,0,3,3,4,3,5,5,5,4,4,4,5,3,4,3,46,2749,0.0
40119,1,0,0,0,2,1,2,2,2,4,5,5,5,5,5,5,5,3,46,3631,0.0
78748,0,0,1,1,2,4,2,4,2,3,4,5,5,2,5,3,5,1,49,802,3.0
44280,1,0,1,1,2,5,2,3,5,2,5,5,4,5,4,3,1,5,8,604,0.0
84084,1,0,0,0,1,1,1,1,3,5,4,4,4,4,4,4,4,4,44,3723,-10.0
117193,1,0,1,1,4,5,4,2,4,4,5,4,5,3,4,5,5,4,22,303,0.0
46631,0,1,0,1,2,0,2,1,1,2,1,1,3,5,5,4,5,1,55,78,0.0
40898,1,0,0,1,5,5,5,5,5,5,5,5,3,4,1,1,3,5,41,620,0.0
6865,1,0,0,0,3,2,3,3,3,4,4,5,5,5,5,3,5,3,60,255,0.0
48855,1,0,0,0,4,4,4,4,5,4,4,4,4,4,4,5,4,5,58,334,0.0
10988,0,1,0,1,4,4,4,2,2,4,2,2,4,4,5,4,4,2,26,852,0.0
22495,0,0,1,2,1,3,0,3,4,3,3,3,3,0,3,1,3,4,60,223,15.0
124680,1,0,0,0,3,3,3,3,4,4,4,4,5,4,4,3,4,4,28,854,-5.0
12724,1,0,1,1,5,5,5,1,3,5,1,3,2,5,4,1,4,3,23,834,0.0
75724,0,0,0,0,1,1,1,1,2,3,5,2,2,2,2,3,2,5,41,1927,0.0
112634,1,0,0,0,0,5,0,5,5,2,4,1,1,1,1,4,1,4,55,2729,6.0
12890,0,0,1,1,2,4,2,1,4,2,5,4,5,5,5,3,4,4,38,846,6.0
30042,0,0,1,1,3,4,3,1,1,3,1,1,5,5,5,3,4,1,26,199,1.0
16979,0,0,1,1,2,4,2,3,3,4,5,2,2,2,2,3,2,5,62,1046,10.0
72905,0,0,0,0,1,1,3,1,5,4,5,5,5,5,5,4,5,5,39,3307,5.0
66296,0,0,1,0,5,4,5,2,4,5,4,2,2,5,2,3,2,3,57,2172,0.0
26209,0,0,0,1,4,3,4,3,2,1,1,4,4,4,4,4,4,4,45,900,0.0
102960,0,0,0,0,1,1,1,1,5,5,4,4,4,4,4,5,4,3,51,1506,0.0
15896,0,1,0,2,2,2,2,4,2,2,2,2,1,2,3,1,4,2,16,277,-3.0
76046,0,1,0,0,2,1,2,4,5,2,5,5,1,3,3,1,4,5,23,436,-19.0
53301,1,1,0,1,4,4,4,1,1,4,1,1,5,5,5,4,4,1,24,750,0.0
125041,1,0,1,1,4,5,4,4,2,4,2,2,4,2,4,4,4,2,21,237,-2.0
36019,1,0,1,2,2,0,2,1,2,2,2,2,3,3,2,5,1,2,49,137,3.0
65675,1,0,0,0,3,3,3,3,2,5,5,4,4,4,4,3,4,5,38,3227,0.0
18863,1,1,0,0,0,0,0,3,2,0,3,2,4,4,5,3,4,2,28,1035,4.0
40407,1,0,1,1,4,2,4,4,3,4,3,3,1,3,4,1,3,3,57,550,0.0
5134,0,0,0,0,4,4,4,4,5,3,5,4,4,4,4,3,4,5,51,1947,0.0
57178,0,0,0,2,1,4,4,4,1,1,4,1,4,1,4,2,3,1,24,404,-1.0
71080,0,0,1,2,1,4,1,3,2,2,4,1,1,1,2,3,1,1,44,612,-17.0
1505,1,0,0,1,3,4,4,4,3,3,3,3,4,5,3,3,4,3,56,1013,-6.0
24905,0,0,0,0,4,4,4,4,4,4,5,5,5,5,5,3,5,4,53,794,-20.0
9580,0,1,0,1,3,3,3,4,5,3,4,5,2,4,4,1,3,5,20,1504,0.0
73,1,0,1,2,1,4,1,2,2,1,2,2,4,4,5,5,5,2,66,516,37.0
79770,0,1,0,0,4,4,4,3,5,4,2,5,4,3,5,4,4,5,51,589,0.0
44505,1,0,0,0,2,2,2,2,5,3,4,4,4,4,4,3,4,5,45,1744,0.0
123056,0,0,1,1,1,5,1,2,5,4,5,1,1,1,1,3,1,4,47,842,0.0
10613,0,0,0,1,4,5,5,5,5,3,4,4,4,4,4,2,4,4,60,528,-3.0
100563,1,0,0,0,3,3,3,3,5,3,1,5,5,5,5,1,5,5,47,581,0.0
75263,1,0,0,0,2,2,2,2,4,4,4,2,2,3,2,5,2,4,51,1671,0.0
80915,1,0,1,1,3,1,3,2,1,3,1,1,1,4,1,4,2,1,63,265,2.0
81993,0,0,0,1,4,4,4,4,3,2,5,4,4,4,4,5,4,3,58,102,0.0
112662,0,1,0,0,5,4,5,3,5,5,4,5,3,3,5,3,5,5,24,737,21.0
107373,0,0,1,1,1,5,1,1,1,3,3,1,2,3,3,3,2,3,45,4243,-6.0
3285,0,0,0,2,3,1,1,1,4,2,4,3,3,3,3,2,3,2,65,2248,0.0
119955,0,0,0,0,3,2,2,2,4,3,2,3,3,3,3,4,3,2,58,2649,45.0
37031,0,1,0,0,3,3,3,2,5,3,5,5,4,1,3,3,3,5,40,240,10.0
127630,0,0,0,1,5,5,5,5,5,4,4,5,3,5,4,4,3,5,24,328,-12.0
30398,1,0,0,0,2,2,2,2,3,4,4,4,4,4,4,5,4,5,42,444,4.0
81453,1,1,0,0,2,2,2,3,1,2,1,1,3,3,5,5,5,1,29,1020,0.0
79044,0,0,0,1,5,1,1,1,4,1,1,5,5,5,5,2,5,5,49,896,6.0
70158,0,0,0,1,1,4,4,4,4,3,4,1,1,1,1,3,1,3,53,1076,4.0
117644,0,0,1,1,2,5,0,3,1,0,1,1,5,5,1,2,4,1,22,268,14.0
71215,1,0,0,0,2,3,3,3,2,2,2,2,4,4,4,1,3,2,28,261,0.0
17254,0,0,0,0,0,4,0,1,4,5,4,1,1,1,1,3,1,3,44,189,-2.0
121257,0,0,0,0,1,3,3,3,3,3,4,1,1,1,1,1,1,4,49,3670,-9.0
58676,1,1,0,0,3,4,4,3,3,4,5,3,5,5,4,5,4,5,41,328,2.0
97349,1,0,0,2,5,4,4,4,5,5,5,5,5,4,3,1,2,5,30,223,1.0
6476,1,0,0,2,2,2,2,2,2,2,2,2,4,2,4,3,3,2,16,307,0.0
80450,0,0,0,0,2,2,2,2,5,5,5,4,4,5,4,4,4,4,36,3389,5.0
107958,1,1,0,1,3,3,3,3,4,3,4,4,3,5,1,4,2,4,37,859,3.0
42839,0,0,1,1,3,5,3,4,2,3,2,2,1,2,4,1,2,2,26,78,0.0
123404,1,0,1,1,4,5,4,1,3,4,3,3,4,1,3,3,2,3,67,1095,0.0
110120,0,1,0,0,2,2,2,1,4,2,5,4,5,4,5,4,4,4,35,895,0.0
18943,0,0,0,0,3,3,3,3,5,5,5,4,4,4,4,4,4,5,46,1514,-1.0
125375,1,1,1,1,1,4,3,3,2,3,2,2,3,5,3,2,4,2,47,409,-1.0
39302,0,0,0,0,5,1,5,5,5,4,5,5,5,5,4,4,5,4,55,3675,5.0
114898,0,1,0,0,3,0,3,2,4,3,4,4,3,4,4,5,5,4,25,983,0.0
19378,1,0,0,0,4,4,4,4,5,1,3,5,5,5,3,5,5,2,52,2731,-2.0
116580,1,0,0,0,4,4,4,4,5,5,5,5,1,1,2,2,5,5,33,408,4.0
89872,0,0,0,1,5,5,5,5,5,5,5,5,1,5,3,1,5,5,32,296,-7.0
40941,0,0,1,1,2,3,2,3,1,3,3,2,2,2,2,1,2,3,66,2342,0.0
16888,0,0,1,0,3,5,3,2,3,4,4,2,2,3,5,4,2,5,62,347,0.0
112343,0,0,0,0,2,2,5,2,5,4,5,2,2,2,2,3,2,3,43,1990,0.0
24077,0,0,0,1,5,5,5,5,3,5,1,5,5,5,5,4,5,2,42,867,0.0
91078,1,0,1,1,3,5,3,1,5,3,5,5,5,2,4,5,5,5,38,763,0.0
45396,1,0,1,2,1,4,2,3,2,2,2,2,4,3,4,2,3,2,38,950,-16.0
4105,1,0,0,0,4,4,4,4,4,4,4,4,5,5,4,3,4,4,32,3876,-6.0
73250,1,0,0,0,4,4,4,4,3,4,4,5,5,5,5,4,5,3,47,1024,0.0
118790,1,0,0,0,5,5,5,5,2,4,5,5,5,4,5,4,5,3,42,3789,2.0
22099,0,0,1,1,2,1,1,3,2,3,2,3,3,1,3,3,3,2,66,735,0.0
75571,1,0,0,1,5,2,2,2,5,5,5,5,4,5,2,1,3,5,39,416,0.0
20469,0,0,1,1,3,2,3,3,2,2,3,3,3,3,3,1,3,2,55,460,0.0
21092,1,0,0,1,2,3,3,3,2,2,2,2,3,5,3,4,4,2,45,679,-8.0
87391,1,0,1,1,5,4,5,1,2,5,2,2,5,3,5,4,5,2,13,246,-1.0
98420,0,0,0,0,1,1,1,1,2,2,1,2,1,2,2,3,3,2,23,201,-3.0
105923,1,0,0,0,2,3,3,3,2,3,2,2,3,4,4,2,3,2,12,1487,16.0
60949,0,1,0,0,1,1,1,3,2,1,2,2,5,3,5,4,4,2,61,265,13.0
38366,0,0,0,1,4,1,1,1,4,3,1,4,4,4,4,2,4,2,49,261,0.0
9710,0,0,1,0,3,5,3,1,3,3,3,3,4,3,5,4,4,3,31,539,3.0
59792,1,0,0,0,5,5,5,5,5,5,5,4,4,4,5,5,4,1,53,1565,0.0
52014,0,0,0,0,2,5,5,5,5,4,4,3,3,3,2,2,3,4,75,187,0.0
35992,1,1,0,0,4,4,4,3,2,4,2,2,3,3,5,4,5,2,47,447,0.0
80171,1,0,0,1,2,1,1,1,2,2,2,2,5,3,2,3,4,2,55,526,4.0
87830,1,0,1,1,4,1,4,3,1,4,1,1,1,1,3,2,4,1,16,1481,-2.0
38579,0,0,1,1,2,4,2,3,2,2,2,2,5,5,4,5,4,2,8,1590,43.0
102296,1,0,0,0,3,1,3,3,3,3,3,3,4,3,3,1,2,3,22,896,6.0
51667,0,0,0,1,2,3,3,3,4,4,4,2,2,2,2,2,2,3,42,1249,0.0
11607,0,0,0,0,0,0,0,3,3,4,5,5,5,5,5,3,5,4,45,297,0.0
52594,1,0,0,0,5,5,5,5,5,4,4,5,5,5,5,4,5,4,59,2615,-3.0
103294,1,0,0,2,0,3,0,4,5,0,5,5,2,2,1,5,5,5,24,1504,-5.0
126653,0,0,0,0,4,4,4,4,2,5,5,2,2,2,2,4,2,5,58,843,7.0
118013,1,0,0,0,5,5,5,5,4,5,4,5,5,5,5,4,5,5,48,651,0.0
47713,1,0,0,0,2,2,2,2,4,4,5,5,5,4,5,3,5,3,42,1811,0.0
60960,0,0,1,1,3,5,3,1,5,3,5,5,4,1,5,3,3,5,18,547,0.0
112243,1,0,1,1,4,4,4,1,4,4,3,4,5,5,4,5,4,4,30,1620,0.0
129224,0,0,0,0,2,2,2,2,3,3,3,4,4,4,4,2,4,1,55,3332,3.0
112752,1,1,0,0,3,0,3,2,2,3,2,2,3,4,5,5,4,2,25,304,-15.0
66551,0,1,0,0,0,0,0,5,2,0,2,2,5,2,4,4,4,2,21,1013,3.0
10312,0,1,0,1,3,3,3,1,2,3,2,2,4,2,4,5,4,2,10,696,0.0
122409,1,1,0,0,4,0,4,4,3,4,3,3,4,4,5,3,4,3,22,399,0.0
20298,0,0,0,0,4,5,4,4,5,5,4,4,4,4,4,5,4,5,56,503,-1.0
114062,1,0,0,0,1,1,3,1,5,5,5,3,3,4,3,4,3,4,58,2393,-11.0
120365,1,0,1,2,3,4,3,4,4,3,4,4,3,5,4,4,4,4,16,580,-5.0
15685,0,1,0,0,4,4,4,1,4,4,4,4,4,3,5,4,4,4,39,236,-8.0
82663,1,1,0,2,1,2,2,4,1,2,1,1,3,2,2,3,4,1,30,507,0.0
70516,1,0,1,1,5,4,5,1,3,5,2,3,3,4,4,3,5,3,8,773,0.0
5276,0,0,1,1,4,4,4,4,1,4,1,1,3,1,5,2,2,1,18,592,0.0
37760,1,0,0,1,3,1,1,1,3,4,4,1,1,3,3,4,1,4,46,1185,-7.0
110980,0,0,1,1,1,5,1,5,5,1,4,2,2,1,2,4,2,1,70,282,-3.0
106136,1,0,0,1,1,3,2,2,2,1,2,2,4,2,4,4,4,2,52,499,0.0
20869,1,0,0,0,2,2,2,2,2,2,2,2,4,1,4,2,5,2,30,3775,0.0
101501,1,0,0,0,5,5,5,5,5,5,2,5,5,5,5,5,5,2,50,1516,0.0
120554,1,1,0,1,2,1,1,4,2,1,2,2,3,3,4,3,4,2,22,722,0.0
86955,1,0,1,1,3,5,3,4,2,3,2,2,4,2,2,5,3,2,43,337,0.0
66553,1,0,1,1,3,3,2,3,2,2,2,2,2,2,5,4,4,2,63,1416,0.0
53472,1,0,0,1,4,3,3,3,4,4,3,4,4,2,2,4,1,4,24,643,0.0
33876,1,1,0,1,3,3,3,1,3,3,3,3,5,3,1,3,2,3,26,533,-1.0
88072,0,0,0,0,5,5,5,5,4,4,4,4,5,3,5,3,4,4,26,2309,-1.0
3885,1,0,0,0,4,2,2,2,4,4,4,4,1,2,3,4,4,4,30,1379,0.0
77461,0,0,1,1,1,4,1,2,4,1,4,4,4,2,4,5,5,4,21,358,1.0
107758,0,0,0,0,2,5,5,5,2,2,2,2,3,2,3,1,3,2,31,528,0.0
45890,0,0,0,0,4,4,4,4,2,4,5,4,4,4,4,4,4,3,34,611,-5.0
94735,1,0,0,0,2,2,2,2,5,4,5,5,5,5,5,5,5,3,59,332,0.0
30659,1,0,1,1,4,2,4,4,1,4,1,1,4,1,4,2,3,1,27,331,0.0
10125,0,1,0,1,4,0,4,4,4,4,5,4,3,5,4,4,5,4,21,239,-2.0
121607,0,0,1,1,3,5,3,3,5,4,5,4,4,3,4,3,4,3,57,802,61.0
16027,0,0,1,1,4,4,4,2,3,4,4,5,5,4,5,5,5,3,65,759,19.0
122342,0,1,0,0,4,4,3,3,3,3,2,3,5,4,4,5,5,3,26,666,0.0
38734,1,0,1,2,2,5,2,2,5,2,5,5,5,4,4,3,5,5,56,1616,12.0
54763,0,0,0,0,5,5,5,5,4,5,4,4,4,4,4,5,4,4,47,3392,-1.0
106461,0,0,0,0,2,2,2,2,3,4,5,4,4,4,4,4,4,5,43,1698,0.0
21417,1,0,0,0,3,3,3,3,5,5,5,3,4,5,5,5,5,5,37,2586,-13.0
51613,1,0,1,1,3,1,3,2,4,3,4,4,2,5,2,2,3,4,8,590,0.0
63257,0,1,0,1,0,0,0,4,4,0,1,4,5,5,5,3,4,4,23,936,0.0
84319,0,0,0,0,2,2,2,2,5,5,5,5,5,2,4,3,5,5,21,3714,0.0
61707,1,1,0,1,4,4,4,3,2,4,2,2,3,2,4,4,4,2,23,1357,0.0
18793,1,0,1,1,2,4,2,1,3,2,3,3,3,2,5,5,4,3,67,637,11.0
51965,0,0,0,0,4,1,4,4,1,1,2,5,5,5,4,3,5,5,33,129,0.0
95485,1,1,0,1,3,1,3,4,3,3,3,3,3,3,3,3,3,3,26,588,0.0
50090,1,0,0,0,3,3,3,3,1,3,1,5,5,5,5,2,5,1,36,589,-12.0
128686,1,0,1,1,4,3,0,4,3,0,4,3,3,4,3,4,4,3,30,127,-5.0
92234,0,1,0,1,3,0,3,1,5,3,5,5,4,2,4,3,4,5,21,351,0.0
96716,0,1,0,1,3,3,3,4,3,3,5,3,1,1,4,1,3,3,54,944,3.0
12168,0,0,0,0,5,5,5,5,1,4,1,5,5,5,5,3,5,1,48,760,7.0
91999,1,0,1,1,2,5,2,2,4,2,3,4,3,2,4,5,4,4,10,780,0.0
88220,0,0,1,1,1,4,2,2,3,5,5,1,1,2,1,5,1,5,62,1303,0.0
92619,1,0,0,0,0,4,0,4,2,5,5,2,2,2,2,4,2,5,52,164,-11.0
61789,0,0,1,1,1,5,1,3,5,4,5,2,2,1,2,3,2,4,62,920,-7.0
7698,1,1,0,0,2,2,2,3,4,2,2,4,3,3,4,5,5,4,28,2165,0.0
101382,1,0,1,1,2,5,2,2,4,2,4,4,3,5,4,5,4,4,36,308,0.0
72118,0,0,0,0,3,3,3,3,3,3,2,5,5,5,5,5,5,1,37,2408,0.0
54213,1,0,0,0,3,3,3,3,3,4,5,5,5,5,5,5,5,5,50,1136,-5.0
42548,1,0,1,1,2,5,2,3,1,2,1,1,4,5,4,3,5,1,50,459,9.0
58494,0,0,1,1,2,4,2,2,4,2,4,4,4,4,5,5,4,4,23,944,-5.0
66288,0,0,1,0,3,5,3,4,5,5,4,2,2,3,2,4,2,5,48,528,-15.0
47342,1,0,0,0,2,2,2,2,4,5,4,5,5,5,5,5,5,3,34,2657,0.0
69043,1,0,0,0,1,4,4,4,4,3,4,1,1,2,1,1,1,4,47,3244,0.0
110320,0,0,1,1,1,3,1,2,1,3,3,5,5,1,5,3,5,2,66,188,0.0
90413,0,1,0,1,3,3,3,3,5,3,5,5,2,5,3,1,3,5,29,1259,8.0
123607,0,0,0,0,2,2,5,2,5,5,5,5,4,2,3,4,5,5,13,2583,0.0
42547,0,0,0,0,4,4,4,4,4,4,4,4,4,5,4,5,5,4,27,1589,0.0
41427,0,0,0,0,3,3,4,3,5,4,3,3,3,3,3,1,3,3,41,2328,0.0
124333,1,0,1,1,2,2,2,4,5,2,5,5,3,1,4,3,3,5,52,427,0.0
67303,0,0,0,0,5,5,5,5,2,4,4,4,4,4,4,3,4,3,49,590,0.0
35803,0,0,0,0,3,3,3,3,4,4,5,5,5,5,5,3,5,3,36,2149,2.0
125694,0,1,0,0,1,1,1,3,3,1,3,3,3,5,5,5,4,3,44,280,0.0
114984,0,0,0,0,1,3,3,3,1,1,1,1,3,4,3,2,4,1,22,1562,-2.0
6072,0,1,0,1,2,2,2,3,2,2,2,2,4,5,5,3,5,2,19,986,5.0
37636,0,1,0,1,2,0,2,3,1,2,1,1,4,5,4,4,5,1,22,202,0.0
128448,0,0,0,0,4,4,4,4,5,4,5,5,5,5,5,3,5,5,52,3218,0.0
51864,1,0,0,0,4,5,5,5,4,3,4,4,4,5,4,4,4,4,23,2794,0.0
119643,0,0,0,0,2,2,2,2,5,4,4,3,3,4,3,5,3,3,48,1428,0.0
69589,1,0,1,1,2,2,2,3,3,2,3,3,4,5,2,2,3,3,22,842,0.0
94063,0,1,0,1,1,2,1,4,5,1,3,5,2,4,4,2,4,5,19,480,0.0
1202,0,1,0,1,1,1,1,2,2,1,2,2,3,3,3,3,3,2,27,1076,0.0
51701,1,0,0,0,3,3,3,3,4,5,4,4,4,5,4,5,4,4,45,3581,0.0
69468,0,0,0,0,3,5,5,5,5,3,4,4,4,4,3,4,4,3,68,3302,0.0
110270,1,1,0,1,3,3,3,3,3,3,3,3,3,5,4,3,5,3,24,1825,0.0
80729,1,0,0,1,5,1,1,1,5,5,5,5,1,5,2,3,2,5,40,1056,0.0
6845,1,0,0,0,3,1,2,1,2,4,3,3,3,3,3,2,3,2,59,436,-3.0
122711,0,1,0,2,1,1,1,1,3,1,4,3,4,2,1,2,1,3,26,762,-18.0
32950,1,0,1,1,1,3,1,2,5,1,3,5,1,2,3,1,3,5,40,1927,0.0
6525,1,0,0,0,4,1,1,1,1,4,4,4,4,3,4,2,4,1,38,834,24.0
127366,1,0,0,0,2,2,2,2,4,4,4,4,4,5,4,4,5,4,41,2099,64.0
47027,0,0,1,0,1,4,0,5,5,4,3,1,1,0,1,5,1,3,50,867,0.0
32160,1,0,1,1,3,4,3,2,2,3,2,2,5,2,4,5,4,2,70,541,-2.0
124412,0,0,0,0,3,3,3,3,4,4,5,5,5,5,5,4,5,5,45,528,-4.0
128040,1,1,0,0,1,2,2,2,1,2,1,1,4,5,5,5,5,1,38,1021,0.0
40624,0,0,0,0,1,1,1,1,3,4,4,5,5,5,5,3,5,5,40,2590,-11.0
43766,1,1,0,1,2,2,2,3,5,2,5,5,4,1,2,2,2,5,26,937,0.0
65953,1,0,0,0,5,5,5,5,3,2,2,4,4,4,4,1,4,2,56,448,0.0
15468,1,0,0,2,5,1,1,1,5,5,5,5,3,5,3,3,5,5,59,175,0.0
14611,0,1,0,1,3,0,3,2,2,3,2,2,3,3,5,5,5,2,23,632,1.0
113330,1,0,1,1,3,4,4,3,4,4,4,4,3,3,5,3,4,4,50,632,-5.0
125495,1,0,1,0,3,4,3,3,2,3,2,2,4,4,3,1,3,2,33,370,-4.0
29632,0,0,0,0,2,2,2,2,4,4,4,5,5,5,5,3,5,4,60,2255,-11.0
82614,1,0,1,1,3,4,3,4,3,3,3,3,2,5,2,1,4,3,65,1660,0.0
82946,1,0,0,0,4,4,4,4,4,4,4,4,4,5,3,2,3,4,23,489,0.0
